,state_names,district_names,crop_year,season_names,crop_names,area,temperature,wind_speed,pressure,humidity,soil_type,N,P,K,production,Yield
125252,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Ragi,2600.0,21.957175649564228,2.1084963773105665,1013.4014930530955,21.85398177321774,chalky,0.0,0.0,0.0,2500.0,0.9615384615384616
125253,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Rice,5700.0,20.770675646249256,2.006089054102832,1013.2404496975807,20.70566119046547,peaty,920.828,0.0,0.0,8000.0,1.4035087719298245
125254,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Sesamum,900.0,20.33558030077196,2.0086820315661065,1015.8232860169129,20.31056204986727,silt,7.992,20.424,0.0,200.0,0.2222222222222222
125255,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Small millets,600.0,20.307700192797963,2.0075874840607852,1013.8377793914914,20.748481701313082,clay,40.908,0.0,0.0,500.0,0.8333333333333334
125256,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Soyabean,7500.0,21.54382537030848,2.070131443052115,1013.2619258224207,21.69573395355891,clay,7.66,7.66,0.0,10400.0,1.3866666666666667
125257,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Sunflower,11200.0,20.766835903661683,2.0820064250366386,1014.6083840592461,21.56136399124975,loamy,0.975,0.975,0.975,3900.0,0.3482142857142857
125258,Maharashtra,AHMEDNAGAR,1999,Kharif     ,Urad,3200.0,21.721587003596344,1.9864508212133687,1014.1879891374186,21.3722785515573,sandy,38.25,38.25,38.25,800.0,0.25
125259,Maharashtra,AHMEDNAGAR,1999,Rabi       ,Gram,55300.0,21.31608980554074,2.054998095668651,1014.8212846910143,21.362966581523324,sandy,0.0,15.712,0.0,34600.0,0.6256781193490054
125260,Maharashtra,AHMEDNAGAR,1999,Rabi       ,Jowar,498300.0,20.74622252135709,2.041019722571879,1015.235562968294,21.487556894119102,loamy,3.61,9.386,9.386,190900.0,0.38310254866546256
125261,Maharashtra,AHMEDNAGAR,1999,Rabi       ,Linseed,1100.0,21.072571824695338,1.9708121498377256,1015.6030360189545,21.053319337896347,clay,37.704,100.544,50.272,300.0,0.2727272727272727
125262,Maharashtra,AHMEDNAGAR,1999,Rabi       ,Maize,8800.0,21.295114709141785,2.0786162308707405,1013.9302475787216,21.083452545621007,chalky,4.62,4.62,0.0,13900.0,1.5795454545454546
125263,Maharashtra,AHMEDNAGAR,1999,Rabi       ,Other  Rabi pulses,1600.0,21.299754628862406,2.0788145469534185,1014.1938003732837,20.44176568643183,peaty,2.422,6.055,2.422,700.0,0.4375
125264,Maharashtra,AHMEDNAGAR,1999,Rabi       ,Rapeseed &Mustard,100.0,20.18673188019996,2.0303292355551155,1014.4748034328048,20.28093197436082,chalky,0.0,0.0,0.0,0.0,0.0
125265,Maharashtra,AHMEDNAGAR,1999,Rabi       ,Safflower,32200.0,21.982400138297486,2.0752303627910047,1014.5732086776444,20.68368149232419,peaty,2.288,2.86,0.0,16500.0,0.5124223602484472
125266,Maharashtra,AHMEDNAGAR,1999,Rabi       ,Sesamum,400.0,21.960710377222895,2.0011646469138094,1015.3827557259709,21.67498126017499,sandy,2.1,0.0,0.0,100.0,0.25
125267,Maharashtra,AHMEDNAGAR,1999,Rabi       ,Small millets,800.0,20.991674099967693,2.0122322334711966,1014.6314926660278,21.74362571535879,chalky,1.771,1.771,0.0,200.0,0.25
125268,Maharashtra,AHMEDNAGAR,1999,Rabi       ,Sunflower,8800.0,20.181502766732486,2.03331677228636,1015.3489187354326,20.164987122223295,peaty,0.0,0.0,0.0,5000.0,0.5681818181818182
125269,Maharashtra,AHMEDNAGAR,1999,Rabi       ,Wheat,127000.0,20.024063769562435,2.0347943722400927,1015.557658390383,21.16458829489807,loamy,890.974,0.0,0.0,178800.0,1.4078740157480314
125270,Maharashtra,AHMEDNAGAR,1999,Summer     ,Groundnut,14100.0,21.295358719410398,2.0504152364446044,1014.3495538127185,20.545752393603877,clay,6.858,17.526,0.0,27800.0,1.9716312056737588
125271,Maharashtra,AHMEDNAGAR,1999,Summer     ,Maize,1700.0,21.662418935678094,2.0992901992189665,1015.3226832386152,20.20194325227739,silty,27.195,0.0,0.0,2800.0,1.6470588235294117
125272,Maharashtra,AHMEDNAGAR,1999,Summer     ,Sunflower,300.0,21.27685391054955,2.039966902141001,1015.2590905889755,21.725661588960904,silty,7.46,7.46,0.0,200.0,0.6666666666666666
125273,Maharashtra,AHMEDNAGAR,1999,Whole Year ,Sugarcane,66600.0,20.19085746891312,2.0232564996117577,1015.278976732632,21.999168457056754,sandy,0.045,0.045,0.045,5962900.0,89.53303303303304
125274,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Arhar/Tur,19100.0,21.398449195264522,2.031969257698156,1015.8724894662657,21.26499645089355,peaty,38.25,38.25,38.25,9400.0,0.49214659685863876
125275,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Bajra,326100.0,20.425760142344615,1.9900836490086102,1015.0834015522871,21.770799080808693,loamy,0.0,10.368,0.0,187300.0,0.5743636921189819
125276,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Castor seed,500.0,21.516362517318832,2.0017326132949225,1015.3976155695093,20.583150617191436,sandy,5.3,13.78,13.78,200.0,0.4
125277,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Cotton(lint),15700.0,20.736519583496897,2.0013219057180884,1013.1932238848825,20.35264903187456,sandy,36.84,98.24,49.12,25600.0,1.6305732484076434
125278,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Groundnut,6800.0,21.307530471969038,2.017500479369228,1014.2517613113297,20.769967300124133,clay,3.276,3.276,0.0,6100.0,0.8970588235294118
125279,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Jowar,800.0,22.073746265083987,2.086127023834017,1015.2860421687637,21.515766432135987,loamy,1.288,3.22,1.288,700.0,0.875
125280,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Maize,7000.0,21.246504402794407,1.9936414781840006,1014.3533704074986,20.51850669201852,clay,0.0,0.0,0.0,4400.0,0.6285714285714286
125281,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Moong(Green Gram),19400.0,21.174489293746817,2.0813928995149573,1013.1955648069398,21.79045346216287,clay,0.0,0.0,0.0,8400.0,0.4329896907216495
125282,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Niger seed,2300.0,21.320527397266808,2.016885085275315,1013.7945310388952,20.890949363720434,chalky,1.325,0.0,0.0,600.0,0.2608695652173913
125283,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Other Kharif pulses,19100.0,20.996107045458004,1.9933996286253775,1014.9090666965885,20.68967835495973,chalky,5.98,5.98,0.0,6400.0,0.33507853403141363
125284,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Ragi,4800.0,20.927313892136112,2.0164951824401123,1013.0200020906367,20.629863367352346,sandy,0.0,0.0,0.0,4300.0,0.8958333333333334
125285,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Rice,5500.0,21.623674725632505,2.00212418249838,1015.8641786434404,20.664983443868675,loamy,740.002,0.0,0.0,3800.0,0.6909090909090909
125286,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Sesamum,1100.0,21.203081946425097,2.058579061795575,1015.7463620436519,21.823931017646004,clay,32.508,83.076,0.0,200.0,0.18181818181818182
125287,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Small millets,2700.0,21.289242920946243,2.0559458185960975,1015.1321466981286,20.949139454470505,clay,7.371,0.0,0.0,1500.0,0.5555555555555556
125288,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Soyabean,7200.0,21.753878485029578,2.1010035611365963,1013.258102331424,21.963403790642218,sandy,16.82,16.82,0.0,6200.0,0.8611111111111112
125289,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Sunflower,10500.0,21.919232010318275,2.0255768674804018,1015.6425566924886,21.117066033249515,silt,5.7,5.7,5.7,5300.0,0.5047619047619047
125290,Maharashtra,AHMEDNAGAR,2000,Kharif     ,Urad,3400.0,21.59498190459554,2.0903417595504563,1015.6027569385523,20.73371716995441,peaty,0.0,0.0,0.0,1800.0,0.5294117647058824
125291,Maharashtra,AHMEDNAGAR,2000,Rabi       ,Gram,61000.0,21.39604354222419,2.0663241610731435,1015.871152999082,21.643973746123788,silt,0.0,36.0,0.0,30300.0,0.4967213114754098
125292,Maharashtra,AHMEDNAGAR,2000,Rabi       ,Jowar,518700.0,20.53398270092573,2.0140379460055797,1013.96036773762,21.547706407807695,sandy,6.68,17.368,17.368,160800.0,0.3100057836899942
125293,Maharashtra,AHMEDNAGAR,2000,Rabi       ,Linseed,1200.0,20.80515956841156,2.020801799396612,1013.7251575462687,21.362419876725557,peaty,7.656,20.416,10.208,300.0,0.25
125294,Maharashtra,AHMEDNAGAR,2000,Rabi       ,Maize,14000.0,21.95894707780331,2.0988536125316255,1015.9263718346382,20.65115194771439,loamy,1.148,1.148,0.0,16200.0,1.1571428571428573
125295,Maharashtra,AHMEDNAGAR,2000,Rabi       ,Other  Rabi pulses,600.0,21.03125198422112,2.0549649504764664,1014.8491631585963,21.40530804745182,silty,0.0,0.0,0.0,200.0,0.3333333333333333
125296,Maharashtra,AHMEDNAGAR,2000,Rabi       ,Rapeseed &Mustard,200.0,21.716127004484242,2.0419597192654195,1015.2170481185364,20.815334123310627,sandy,0.0,0.0,0.0,100.0,0.5
125297,Maharashtra,AHMEDNAGAR,2000,Rabi       ,Safflower,30400.0,21.306763538676304,2.065028461783106,1015.5721384941976,21.432553250036534,loamy,0.224,0.28,0.0,14500.0,0.4769736842105263
125298,Maharashtra,AHMEDNAGAR,2000,Rabi       ,Sesamum,400.0,21.992264612061238,2.0388895817407273,1014.1152299535855,21.79624529986976,chalky,0.5,0.0,0.0,100.0,0.25
125299,Maharashtra,AHMEDNAGAR,2000,Rabi       ,Sunflower,7800.0,20.91744585971436,2.07050854290785,1014.0771466891878,21.979355891866938,peaty,0.0,0.0,0.0,4000.0,0.5128205128205128
125300,Maharashtra,AHMEDNAGAR,2000,Rabi       ,Wheat,94700.0,20.247559969606865,1.9852195838523434,1013.6317799774165,20.4364796529125,chalky,598.552,0.0,0.0,135800.0,1.4340021119324182
125301,Maharashtra,AHMEDNAGAR,2000,Summer     ,Groundnut,11000.0,21.61250386127887,2.0336048970110894,1015.9630228574233,21.191551112885872,sandy,7.182,18.354,0.0,18300.0,1.6636363636363636
125302,Maharashtra,AHMEDNAGAR,2000,Summer     ,Sunflower,200.0,21.198323222539464,2.0894188494668624,1013.6553984695109,20.2015334482749,silt,35.742,0.0,0.0,100.0,0.5
125303,Maharashtra,AHMEDNAGAR,2000,Whole Year ,Sugarcane,67100.0,20.569399081610488,1.9728289923320899,1015.9684199352151,20.69906875617767,clay,8.74,8.74,0.0,5163900.0,76.95827123695976
125304,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Arhar/Tur,16700.0,21.36514265230116,2.048373552281715,1013.0183426163492,21.752017421104476,clay,0.615,0.615,0.615,5400.0,0.32335329341317365
125305,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Bajra,194400.0,21.881680652211156,2.0144279400299427,1015.6728743746645,21.325433748947894,silt,38.25,38.25,38.25,82000.0,0.4218106995884774
125306,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Castor seed,200.0,21.98560472347579,1.9751694396005866,1014.5659317961886,20.22940846066324,sandy,0.0,3.104,0.0,100.0,0.5
125307,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Cotton(lint),13500.0,20.33098191981896,2.0263866616987896,1014.8155289800903,20.107433184186515,silt,4.53,11.778,11.778,16700.0,1.237037037037037
125308,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Groundnut,5700.0,21.372544010584583,2.1044434338487603,1013.1356378997473,20.637780548468122,silty,39.204,104.544,52.272,4500.0,0.7894736842105263
125309,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Jowar,200.0,21.016908065886568,2.106346171464585,1015.9980389625424,21.84865179060362,silty,4.284,4.284,0.0,100.0,0.5
125310,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Maize,6400.0,22.00736092844199,2.0843241789191516,1014.546094430669,21.985887701359722,silt,0.0,0.0,0.0,9800.0,1.53125
125311,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Moong(Green Gram),21000.0,22.003763685464815,1.9733776765400721,1015.1952236037977,21.132042917128334,loamy,1.501,1.501,1.501,3600.0,0.17142857142857143
125312,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Niger seed,2200.0,20.53212406568718,1.9958909889058791,1015.68516116986,20.76907096348519,silty,1.728,2.16,0.0,400.0,0.18181818181818182
125313,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Other Kharif pulses,8900.0,21.793290079561817,2.0915643366226897,1015.8570207485895,21.41238142834431,sandy,2.65,0.0,0.0,2200.0,0.24719101123595505
125314,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Ragi,4600.0,21.289975800810236,2.0656847624309664,1015.5723171497469,21.5665179079795,chalky,3.496,3.496,0.0,7000.0,1.5217391304347827
125315,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Rice,7300.0,20.04195162927626,1.9867893977185977,1015.0681026271069,20.934818044957783,silt,0.0,0.0,0.0,4100.0,0.5616438356164384
125316,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Sesamum,800.0,21.433110404126356,2.031396679700234,1015.5401211928319,21.54694926951015,chalky,834.164,0.0,0.0,300.0,0.375
125317,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Small millets,1400.0,22.07683750734836,2.015282321119578,1015.7828086271702,21.00794154145321,chalky,4.068,10.396,0.0,900.0,0.6428571428571429
125318,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Soyabean,7600.0,21.967736345874545,2.063998457051846,1015.2901409638798,21.290473136380918,chalky,49.329,0.0,0.0,9000.0,1.1842105263157894
125319,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Sunflower,8600.0,21.879792011731848,2.0723221354063996,1013.358545352853,20.89718360125386,clay,6.38,6.38,0.0,2900.0,0.3372093023255814
125320,Maharashtra,AHMEDNAGAR,2001,Kharif     ,Urad,4500.0,21.138466250725692,1.98619444520423,1015.6974727182744,20.666205032550383,sandy,0.825,0.825,0.825,900.0,0.2
125321,Maharashtra,AHMEDNAGAR,2001,Rabi       ,Gram,60000.0,20.422975924517264,2.00339083965932,1014.9651559629295,20.650610858930396,clay,38.25,38.25,38.25,33100.0,0.5516666666666666
125322,Maharashtra,AHMEDNAGAR,2001,Rabi       ,Jowar,528900.0,21.110974430204045,2.039755703816644,1015.1142275032374,20.525320587463554,chalky,0.0,5.184,0.0,175000.0,0.3308754017772736
125323,Maharashtra,AHMEDNAGAR,2001,Rabi       ,Linseed,1300.0,21.327229625127657,2.0145179863049028,1013.1899872960486,20.61417025897211,sandy,2.08,5.408,5.408,300.0,0.23076923076923078
